"","X","IdCliente","Apellido","ScoringCrediticio","Pais","Genero","Edad","IdCuenta","BalanceCuenta","CantidadProductos","TarjetaCredito","Activo","SalarioEstimado","DejaBanco","SalarioNuevo"
"712",4459,15708422,"Hsiung",677,"España","Femenino",35,6122,0,2,0,0,76637.38,0,91198.4822
"713",3275,15677317,"Ankudinova",570,"Francia","Femenino",29,6904,153040.03,1,1,1,131363.57,1,156322.6483
"714",3075,15598884,"Kent",650,"España","Femenino",23,5291,0,1,1,1,180622.43,0,214940.6917
"715",5394,15662626,"Feng",666,"Francia","Femenino",40,5413,0,2,0,0,36371.27,0,43281.8113
"716",517,15704819,"Ositadimma",734,"España","Femenino",39,4835,92126.26,2,0,0,112973.34,0,134438.2746
"717",7139,15646196,"Yeh",850,"España","Femenino",36,3839,155180.56,2,0,0,169415.54,0,201604.4926
"718",4678,15606274,"Lori",594,"Alemania","Masculino",38,3910,63176.44,2,1,1,14466.08,0,17214.6352
"719",4096,15705001,"Napolitani",587,"España","Femenino",35,4489,83286.56,1,1,0,125553.52,0,149408.6888
"720",2334,15693704,"Tsou",679,"Francia","Femenino",24,7481,114948.76,2,0,1,135768.25,0,161564.2175
"721",7142,15587038,"Ogochukwu",654,"España","Femenino",32,8505,0,1,1,1,51972.92,1,61847.7748
"722",3601,15674156,"Tretiakova",810,"Alemania","Masculino",69,10403,27288.43,1,1,1,110509.9,0,131506.781
"723",6427,15726855,"Oliver",805,"Alemania","Femenino",45,6456,116585.97,1,1,0,189428.75,1,225420.2125
"724",2110,15771442,"Pennington",633,"Francia","Masculino",40,7247,150578,1,0,1,34670.62,1,41258.0378
"725",4672,15692718,"Jackson",738,"Francia","Femenino",38,8266,0,2,0,0,69227.42,0,82380.6298
"726",9737,15575935,"Baxter",673,"Francia","Masculino",59,5902,178058.06,2,0,1,21063.71,1,25065.8149
"727",826,15594612,"Flynn",702,"España","Masculino",44,10963,0,1,0,0,59207.41,1,70456.8179
"728",3358,15633531,"Lavrov",717,"Francia","Femenino",76,3926,138489.66,1,1,1,68400.14,0,81396.1666
"729",5967,15706904,"Robertson",750,"Francia","Masculino",43,4673,113882.31,1,1,1,74564.41,0,88731.6479
"730",7869,15623471,"Marcelo",607,"Alemania","Masculino",38,2053,98205.77,1,1,0,176318.27,0,209818.7413
"731",5626,15751491,"Hsiao",443,"Alemania","Masculino",50,5670,117206.3,1,1,0,42840.18,1,50979.8142
"732",9657,15648721,"Hsueh",711,"Francia","Masculino",64,2608,0,2,1,1,3185.67,0,3790.9473
"733",6333,15690796,"Chambers",516,"Francia","Masculino",37,5169,0,1,1,0,101834.58,0,121183.1502
"734",9211,15656426,"Tyler",713,"Francia","Femenino",42,6156,0,2,0,0,82565.01,0,98252.3619
"735",4765,15794939,"Chiu",783,"Francia","Femenino",72,6314,121215.9,2,1,1,105206.48,0,125195.7112
"736",1114,15710161,"Ko",850,"Francia","Femenino",34,3195,0,2,1,1,171706.66,0,204330.9254
"737",8320,15752139,"Salter",682,"Alemania","Masculino",36,8075,72373.62,2,1,0,36895.99,0,43906.2281
"738",4841,15606149,"Wood",571,"Alemania","Femenino",66,1953,111577.01,1,0,1,189271.9,0,225233.561
"739",2811,15751022,"Bowhay",777,"Alemania","Femenino",37,6208,121532.17,2,1,1,73464.88,0,87423.2072
"740",1917,15781678,"Pisani",470,"España","Masculino",31,4626,55732.92,2,1,1,103792.53,0,123513.1107
"741",1522,15812850,"Stradford",494,"España","Masculino",67,6582,0,2,1,1,85890.16,0,102209.2904
"742",384,15740164,"Genovesi",715,"Francia","Femenino",33,2868,85227.84,1,1,1,68087.15,0,81023.7085
"743",6107,15597591,"Lung",456,"Francia","Masculino",29,9481,107000.49,1,1,1,153419.62,0,182569.3478
"744",4823,15809124,"T'ien",750,"Francia","Masculino",38,10838,151532.4,1,1,1,46555.15,0,55400.6285
"745",2251,15795298,"Olisaemeka",573,"Alemania","Femenino",35,4151,206868.78,2,0,1,102986.15,0,122553.5185
"746",438,15576706,"Ajuluchukwu",651,"Alemania","Masculino",37,7695,114453.58,1,0,1,175820.91,0,209226.8829
"747",287,15589660,"Lamble",661,"Alemania","Femenino",32,2533,145980.23,1,0,1,56636.28,0,67397.1732
"748",7401,15746422,"Muir",636,"Francia","Femenino",38,4044,0,1,1,0,45015.38,0,53568.3022
"749",1296,15639368,"Pipes",732,"Francia","Masculino",25,6322,110942.9,1,0,0,172576.56,0,205366.1064
"750",1017,15656717,"Elewechi",687,"Francia","Femenino",30,7492,0,2,0,0,179206.92,0,213256.2348
"751",1373,15653620,"Gordon",546,"Francia","Femenino",27,1576,0,2,1,1,14858.1,0,17681.139
"752",7416,15789413,"Fitzgerald",733,"Francia","Masculino",64,10734,0,2,1,1,75272.63,0,89574.4297
"753",6705,15754113,"Li",588,"Francia","Femenino",35,5705,0,2,1,1,155485.24,0,185027.4356
"754",915,15809279,"Wallace",773,"Francia","Masculino",45,6975,96877.21,1,1,1,113950.51,0,135601.1069
"755",5339,15794323,"Buckley",673,"Francia","Masculino",32,9920,121240.76,1,1,0,116969.73,0,139193.9787
"756",1892,15569432,"Macleod",656,"Francia","Femenino",48,7775,0,2,1,1,85240.61,1,101436.3259
"757",2195,15810203,"Manning",499,"Alemania","Femenino",44,9643,77627.33,2,1,0,108222.68,0,128784.9892
"758",6463,15625941,"Gray",682,"España","Femenino",50,5920,128039.01,1,1,1,102260.16,0,121689.5904
"759",8640,15625021,"Hung",585,"Francia","Masculino",42,1888,0,2,1,1,18657.77,0,22202.7463
"760",9780,15623525,"Copeland",564,"España","Masculino",31,9175,125175.58,1,1,1,72757.33,0,86581.2227
"761",5577,15568449,"Fu",661,"España","Masculino",38,7754,143006.7,1,1,1,15650.89,0,18624.5591
"762",5054,15664802,"Chinweuba",543,"Francia","Femenino",42,4894,0,2,0,0,101905.34,0,121267.3546
"763",7740,15683375,"Compton",541,"Francia","Femenino",32,4575,0,1,1,1,114951.42,0,136792.1898
"764",951,15654238,"Jen",673,"Francia","Femenino",40,1729,137494.28,1,1,0,81753.92,0,97287.1648
"765",1419,15654891,"He",811,"Francia","Masculino",30,9640,0,2,1,1,180591.32,0,214903.6708
"766",6139,15694879,"Reeves",590,"España","Femenino",23,4121,0,2,1,0,196789.9,0,234179.981
"767",3825,15592028,"Roberts",549,"Francia","Femenino",46,6450,0,1,1,1,109057.56,0,129778.4964
"768",3422,15782608,"Huang",743,"Francia","Masculino",43,7425,0,2,0,0,113079.19,1,134564.2361
"769",3316,15798532,"Crawford",810,"Francia","Masculino",32,9200,120879.73,2,0,1,78896.59,0,93886.9421
"770",2242,15656522,"Sutherland",593,"España","Masculino",32,9909,158537.42,1,1,0,166850.57,0,198552.1783
"771",9693,15590199,"Temple",701,"España","Masculino",28,6444,103421.32,1,0,1,76304.73,0,90802.6287
"772",9533,15694628,"Walker",686,"Alemania","Femenino",39,10683,157731.6,2,1,0,162820.6,0,193756.514
"773",2733,15697035,"Garrett",740,"España","Femenino",31,6938,0,2,0,0,86657.48,0,103122.4012
"774",8848,15639530,"Buda",679,"España","Masculino",42,6914,0,1,1,1,168294.27,0,200270.1813
"775",2942,15705707,"Bennelong",635,"España","Femenino",29,1147,138296.94,2,1,0,141075.51,0,167879.8569
"776",443,15749851,"Brookes",702,"España","Femenino",26,1532,135219.57,1,0,1,59747.63,0,71099.6797
"777",4680,15727688,"Chizuoke",555,"España","Masculino",32,1501,0,2,1,1,54405.79,0,64742.8901
"778",6221,15614923,"Nielson",630,"España","Masculino",41,7690,107511.52,1,0,1,46156.87,0,54926.6753
"779",1944,15625494,"Li Fonti",573,"Francia","Femenino",32,6991,125321.84,2,1,1,130234.63,0,154979.2097
"780",297,15741195,"Okechukwu",613,"España","Masculino",19,6290,0,1,1,1,176903.35,0,210514.9865
"781",727,15644699,"Crawford",850,"Francia","Femenino",40,8952,0,2,1,0,1099.95,0,1308.9405
"782",4013,15610426,"Tien",764,"Francia","Femenino",39,3851,81042.42,1,0,1,109805.17,0,130668.1523
"783",2638,15569678,"Cocci",561,"Alemania","Masculino",32,3162,166824.59,1,1,0,139451.98,0,165947.8562
"784",8929,15761141,"Palerma",604,"España","Femenino",71,3779,0,2,1,1,129984.2,0,154681.198
"785",2948,15591036,"Genovesi",577,"Alemania","Femenino",43,6928,127940.47,1,0,0,125140.72,1,148917.4568
"786",1447,15590623,"Kovalyov",561,"España","Masculino",34,5836,85141.79,2,1,1,29217.37,0,34768.6703
"787",8641,15711316,"Ch'ang",771,"Francia","Masculino",27,7090,0,2,1,1,199527.34,0,237437.5346
"788",9550,15593683,"Solomina",668,"España","Femenino",30,9725,0,2,1,0,138465.7,0,164774.183
"789",4331,15746012,"Chibugo",729,"España","Femenino",28,7325,0,2,1,1,31165.06,1,37086.4214
"790",9166,15671987,"Meagher",567,"España","Masculino",35,8480,153137.74,1,1,0,88659.07,0,105504.2933
"791",4274,15617252,"Lung",697,"Francia","Femenino",33,5807,87347.7,1,1,0,172524.51,0,205304.1669
"792",4097,15583138,"Persse",739,"Francia","Masculino",42,10273,141642.92,2,1,0,172149.76,0,204858.2144
"793",2148,15619280,"Uspensky",683,"Francia","Masculino",25,3817,0,2,1,0,152698.24,0,181710.9056
"794",6006,15731669,"Szabados",554,"Francia","Masculino",39,5131,129709.62,1,1,0,173197.12,0,206104.5728
"795",7798,15640074,"Barrett",666,"España","Femenino",47,7999,0,1,0,0,166650.9,1,198314.571
"796",6414,15784161,"Hargreaves",583,"Alemania","Masculino",39,7339,102945.01,1,0,0,52861.89,0,62905.6491
"797",6671,15685997,"Azubuike",838,"España","Femenino",39,1755,166733.92,2,1,0,14279.44,0,16992.5336
"798",6017,15778975,"Nnonso",850,"Alemania","Femenino",70,5464,96947.58,3,1,0,62282.99,1,74116.7581
"799",8620,15770405,"Warlow-Davies",613,"Francia","Femenino",27,7499,125167.74,1,1,0,199104.52,0,236934.3788
"800",193,15803457,"Hao",750,"Francia","Femenino",32,1701,0,2,1,0,95611.47,0,113777.6493
"801",4362,15578977,"Robinson",786,"Francia","Masculino",34,1716,0,2,1,0,144517.19,0,171975.4561
"802",6771,15689751,"Jones",666,"Francia","Femenino",31,4093,79589.43,1,0,0,4050.57,0,4820.1783
"803",5396,15765694,"Bage",584,"España","Femenino",59,2747,0,1,0,1,130260.11,1,155009.5309
"804",9204,15587562,"Hawkins",484,"Francia","Femenino",29,1171,130114.39,1,1,0,164017.89,0,195181.2891
"805",4166,15655339,"Spencer",566,"Francia","Masculino",36,1987,142120.91,1,1,0,79616.37,0,94743.4803
"806",7505,15687688,"Hou",564,"Alemania","Femenino",32,8003,139875.2,2,1,0,15378.23,0,18300.0937
"807",3411,15674671,"Conway",551,"España","Masculino",76,8789,128410.71,2,1,1,181718.73,0,216245.2887
"808",2985,15594456,"K?",740,"España","Femenino",56,6420,99097.33,1,1,1,85016.64,1,101169.8016
"809",9057,15591985,"Stewart",708,"Francia","Femenino",51,10751,70754.18,1,1,1,92920.04,1,110574.8476
"810",7032,15640917,"Tang",633,"Francia","Masculino",43,4959,0,2,1,1,48249.88,0,57417.3572
"811",4304,15586300,"Chinonyelum",615,"Francia","Masculino",66,6226,0,2,1,1,74580.8,0,88751.152
"812",2026,15716491,"Akabueze",710,"España","Femenino",51,2488,93656.95,1,0,1,141400.51,1,168266.6069
"813",252,15711396,"Henderson",427,"España","Masculino",40,10084,0,2,1,1,82870.75,0,98616.1925
"814",7420,15765322,"Connely",755,"Francia","Masculino",23,3646,84284.48,2,1,1,62851.6,0,74793.404
"815",7235,15651093,"Chien",707,"Francia","Femenino",55,3871,0,2,0,1,54409.48,0,64747.2812
"816",8361,15791700,"Ugochukwutubelum",773,"Alemania","Masculino",47,3197,118079.47,4,1,1,143007.49,1,170178.9131
"817",9012,15568469,"Buckley",653,"Francia","Masculino",43,8304,0,2,1,0,27862.58,0,33156.4702
"818",809,15632899,"Nwankwo",662,"España","Masculino",20,6103,104508.77,2,0,0,73107.53,0,86997.9607
"819",9413,15693131,"Watts",581,"Francia","Femenino",24,10619,95508.2,1,1,1,45755,0,54448.45
"820",1601,15706365,"Bianchi",648,"Francia","Femenino",50,1363,102535.57,1,1,1,189543.19,0,225556.3961
"821",9358,15574910,"Ferguson",601,"Francia","Masculino",50,3674,115625.07,1,1,0,185855.21,0,221167.6999
"822",2054,15703119,"Liang",652,"Francia","Masculino",38,1650,0,2,1,1,145700.22,0,173383.2618
"823",2420,15694209,"Fanucci",484,"Francia","Femenino",32,5821,0,2,1,1,139390.99,0,165875.2781
"824",2012,15697574,"Stewart",582,"Francia","Femenino",40,4063,0,3,1,1,60954.45,0,72535.7955
"825",8000,15577178,"Genovese",511,"Francia","Masculino",45,3967,68375.27,1,1,0,193160.25,1,229860.6975
"826",3039,15668104,"Kerr",479,"España","Masculino",37,6134,118433.94,1,0,1,160060.9,0,190472.471
"827",3985,15618410,"Murray",718,"Alemania","Masculino",26,8029,147527.03,1,0,0,51099.56,0,60808.4764
"828",4346,15766355,"Lettiere",550,"Alemania","Masculino",49,10317,108806.96,3,1,0,61446.92,1,73121.8348
"829",3666,15705620,"Lu",730,"Francia","Masculino",34,1975,122453.37,2,1,0,138882.98,0,165270.7462
"830",2510,15576676,"Serrano",706,"Alemania","Femenino",28,2595,124923.35,2,1,1,50299.14,0,59855.9766
"831",629,15717307,"Read",496,"Francia","Masculino",31,9914,0,2,1,0,93713.13,0,111518.6247
"832",3433,15688689,"Esposito",678,"Alemania","Femenino",37,10258,149000.91,2,1,1,21472.42,0,25552.1798
"833",9114,15794941,"Chibueze",647,"Alemania","Femenino",41,6466,85906.65,3,1,0,189159.97,0,225100.3643
"834",7337,15715715,"Artyomova",799,"España","Masculino",38,9156,0,2,1,1,59297.34,0,70563.8346
"835",3296,15566735,"Obialo",548,"Alemania","Femenino",36,9429,108913.84,2,1,1,140460.01,0,167147.4119
"836",6289,15748947,"Chukwuraenye",657,"Francia","Femenino",41,2779,95858.37,1,1,1,68255.88,0,81224.4972
"837",8967,15616280,"Hsia",536,"Francia","Masculino",46,2223,65733.41,1,1,0,61094.53,0,72702.4907
"838",1237,15574119,"Okwuadigbo",598,"España","Femenino",64,8710,62979.93,1,1,1,152273.57,0,181205.5483
"839",3918,15682839,"Genovesi",575,"Francia","Femenino",57,10710,137936.94,1,1,1,84475.13,0,100525.4047
"840",7835,15777614,"Webb",545,"España","Femenino",44,10040,0,2,1,1,82614.89,0,98311.7191
"841",6328,15649211,"Fokina",708,"España","Masculino",40,10592,83015.71,1,1,0,101089.76,0,120296.8144
"842",6950,15764726,"Kerr",563,"Francia","Masculino",22,8859,137583.04,1,0,1,5791.85,0,6892.3015
"843",980,15663770,"Doyle",802,"Francia","Masculino",38,9093,142557.11,1,1,1,172497.73,0,205272.2987
"844",2622,15663830,"De Luca",563,"España","Masculino",32,2886,0,2,1,1,19720.08,0,23466.8952
"845",4083,15621768,"Chukwuhaenye",712,"España","Masculino",45,10146,112994.65,1,0,0,198398.68,0,236094.4292
"846",8058,15592937,"Napolitani",632,"Alemania","Femenino",41,1661,81877.38,1,1,1,33642.21,0,40034.2299
"847",2975,15579345,"Murphy",775,"Alemania","Femenino",74,10473,161371.5,1,1,1,134869.93,0,160495.2167
"848",4695,15626806,"Labrador",668,"Francia","Femenino",32,4688,0,2,1,1,40652.33,0,48376.2727
"849",1725,15620276,"Palermo",539,"España","Masculino",36,4917,0,3,1,1,118959.64,0,141561.9716
"850",7166,15601012,"Abdullah",802,"Francia","Femenino",60,9485,92887.06,1,1,0,39473.63,1,46973.6197
"851",9151,15727703,"Li Fonti",773,"Alemania","Masculino",34,5939,126979.75,1,0,0,36823.28,0,43819.7032
"852",5972,15590337,"Golubov",659,"Francia","Masculino",29,10540,123192.12,1,1,1,56971.41,1,67795.9779
"853",3128,15631162,"Bergamaschi",631,"Francia","Masculino",32,9934,0,2,0,1,196342.66,0,233647.7654
"854",445,15679284,"Aksenov",593,"España","Femenino",45,4758,79259.75,1,1,0,55347.28,0,65863.2632
"855",4724,15777054,"Thorpe",584,"Alemania","Masculino",42,10881,137479.13,1,1,0,25669.1,0,30546.229
"856",761,15588186,"Polyakov",520,"España","Masculino",45,5695,107023.03,1,1,0,32903.93,0,39155.6767
"857",3386,15685243,"Jamieson",736,"Francia","Femenino",63,8777,0,2,0,1,502.7,0,598.213
"858",59,15569945,"Horsley",509,"España","Masculino",29,6847,0,2,1,0,69113.14,0,82244.6366
"859",3173,15805523,"Nnaife",717,"Francia","Femenino",28,5426,90537.16,1,0,1,74800.99,0,89013.1781
"860",227,15813422,"Lu",781,"España","Masculino",35,4462,80790.74,1,1,0,116429.51,0,138551.1169
"861",948,15619608,"Ojiofor",454,"Alemania","Femenino",50,7730,92895.56,1,1,0,154344,1,183669.36
"862",1177,15633612,"Yuryeva",696,"Francia","Masculino",28,3017,172646.82,1,1,1,116471.43,0,138601.0017
"863",7507,15611848,"Kwemtochukwu",850,"Alemania","Masculino",32,6467,137714.25,1,0,1,159403.68,0,189690.3792
"864",214,15769586,"Horan",820,"Francia","Femenino",49,4469,0,2,1,1,119087.25,0,141713.8275
"865",312,15704250,"Akabueze",506,"Francia","Masculino",34,2696,0,2,0,0,115842.1,0,137852.099
"866",2854,15616365,"Obiuto",571,"Francia","Femenino",53,9847,0,2,1,0,28045.77,0,33374.4663
"867",183,15705309,"Yuriev",629,"España","Masculino",39,5523,0,2,0,0,116748.14,0,138930.2866
"868",1078,15707473,"Summers",850,"Alemania","Femenino",48,1793,111962.99,1,1,0,111755.8,0,132989.402
"869",255,15673539,"Napolitani",690,"Francia","Femenino",26,4195,118097.87,1,1,0,61257.83,0,72896.8177
"870",4941,15744553,"Ho",444,"Francia","Masculino",34,7719,144318.97,1,1,0,112668.06,0,134074.9914
"871",9930,15809722,"Ankudinov",611,"Francia","Femenino",40,1478,100812.33,2,1,0,147358.27,0,175356.3413
"872",121,15654292,"Vessels",565,"Alemania","Masculino",33,4345,130368.31,2,1,0,105642.43,0,125714.4917
"873",271,15651140,"Doherty",710,"Francia","Femenino",32,3488,0,1,1,0,94790.34,0,112800.5046
"874",3295,15786617,"Arcuri",485,"Alemania","Masculino",34,5642,133658.24,1,1,0,70209.83,0,83549.6977
"875",4116,15762238,"Fraser",671,"Alemania","Femenino",44,1802,84745.03,2,0,1,34673.98,0,41262.0362
"876",4000,15614137,"MacDonald",685,"Francia","Femenino",40,8993,0,2,1,0,103898.59,0,123639.3221
"877",7755,15596088,"Fanucci",705,"Francia","Femenino",50,3566,77065.9,2,0,1,145159.26,0,172739.5194
"878",5061,15805764,"Hallahan",646,"Francia","Masculino",18,5717,0,2,0,1,52795.15,0,62826.2285
"879",6114,15604891,"Zaytseva",624,"España","Femenino",38,5584,0,2,1,0,95403.41,0,113530.0579
"880",746,15763895,"Hung",536,"Francia","Masculino",32,5276,178011.5,2,1,0,22375.14,0,26626.4166
"881",2954,15587266,"Douglas",606,"Alemania","Femenino",27,8269,172310.33,1,0,1,111448.92,0,132624.2148
"882",1824,15777217,"Somadina",641,"España","Masculino",25,10335,0,2,1,1,180808.39,0,215161.9841
"883",8590,15759290,"Coleman",620,"España","Masculino",29,6683,0,2,1,0,13133.88,0,15629.3172
"884",4370,15747345,"Bergamaschi",678,"Francia","Femenino",22,4701,118064.93,2,1,1,195424.01,0,232554.5719
"885",2879,15625675,"Clements",569,"Francia","Masculino",36,6202,67087.69,1,1,0,154775.7,0,184183.083
"886",7857,15665943,"Mai",445,"Francia","Masculino",25,7815,0,2,1,0,119425.94,0,142116.8686
"887",5448,15787151,"Liao",638,"Francia","Femenino",34,4517,0,2,1,1,198969.78,0,236774.0382
"888",6105,15584897,"Kuo",639,"Francia","Femenino",31,10401,98360.03,1,0,0,20973.8,0,24958.822
"889",6474,15682489,"Crumbley",605,"Francia","Masculino",27,9326,0,2,1,0,198091.81,0,235729.2539
"890",352,15800814,"Palerma",534,"Francia","Masculino",35,4511,81951.74,2,1,0,115668.53,0,137645.5507
"891",8934,15801559,"Chiang",693,"Alemania","Femenino",41,1414,181461.48,3,1,1,187929.43,1,223636.0217
"892",1050,15713426,"Hancock",637,"Alemania","Masculino",30,8928,122185.53,1,1,0,102566.46,1,122054.0874
"893",1481,15572626,"Mackenzie",620,"España","Masculino",44,4683,0,2,1,1,15627.51,0,18596.7369
"894",446,15808557,"Mancini",695,"Francia","Femenino",42,4534,0,1,0,1,72172.13,1,85884.8347
"895",8137,15748856,"Liang",664,"Francia","Masculino",32,2080,107209.73,1,1,1,112340.2,0,133684.838
"896",5321,15763097,"Siciliano",809,"España","Masculino",80,4995,0,2,0,1,34164.05,0,40655.2195
"897",8451,15570004,"Tsou",850,"Francia","Masculino",31,3392,0,2,1,0,121866.87,0,145021.5753
"898",3254,15597602,"Nwachinemelu",619,"Alemania","Masculino",57,1431,137946.39,1,1,1,72467.99,1,86236.9081
"899",1792,15740900,"Perrodin",589,"Francia","Masculino",34,1694,0,2,1,1,177896.92,0,211697.3348
"900",8891,15793641,"Evseyev",792,"Francia","Femenino",70,9445,0,2,1,1,172240.27,0,204965.9213
"901",7029,15675791,"Williams",610,"Francia","Masculino",36,4197,129440.3,2,1,0,102638.35,0,122139.6365
"902",8496,15580682,"Tsai",652,"Francia","Femenino",40,5567,79927.36,2,1,1,33524.6,0,39894.274
"903",9480,15743760,"Davidson",850,"Francia","Masculino",31,10407,131996.66,2,1,1,178747.43,0,212709.4417
"904",7586,15582016,"Fiorentini",766,"España","Masculino",41,4387,99208.46,2,1,0,62402.38,0,74258.8322
"905",3638,15768881,"Saunders",738,"Francia","Masculino",29,10100,0,2,1,1,170421.13,0,202801.1447
"906",8003,15581280,"Atkinson",714,"Alemania","Masculino",29,4927,92887.13,1,1,1,69578.49,0,82798.4031
"907",5355,15623196,"Morley",686,"Francia","Masculino",38,3473,149238.97,1,1,1,97825.23,0,116412.0237
"908",2856,15811877,"Shao",700,"Francia","Femenino",36,7990,0,2,1,0,130789.15,0,155639.0885
"909",79,15612444,"Manfrin",549,"Francia","Masculino",29,7158,0,2,1,0,146090.38,0,173847.5522
"910",9422,15698528,"Napolitani",599,"España","Femenino",31,5769,0,1,1,1,130086.47,1,154802.8993
"911",5502,15694852,"Arcuri",575,"Francia","Masculino",29,6277,121823.4,2,1,1,50368.87,0,59938.9553
"912",1845,15589563,"Purdy",531,"España","Masculino",31,6462,118899.45,2,0,0,41409.36,0,49277.1384
"913",505,15624451,"Huddart",641,"Francia","Femenino",38,5600,0,2,1,0,116466.19,0,138594.7661
"914",8819,15654372,"Pearce",462,"Alemania","Masculino",34,7113,94682.56,2,1,0,138478.2,0,164789.058
"915",9364,15709354,"Tudawali",521,"Francia","Femenino",41,10644,0,2,1,1,113089.43,0,134576.4217
"916",1089,15577683,"Maclean",539,"Francia","Femenino",29,6731,0,2,1,1,100919.19,0,120093.8361
"917",548,15771873,"Buccho",776,"Alemania","Femenino",37,1050,103769.22,2,1,0,194099.12,0,230977.9528
"918",2962,15620756,"Stokes",747,"Francia","Masculino",49,7272,202904.64,1,1,1,17298.72,1,20585.4768
"919",9179,15691111,"Pai",648,"Alemania","Femenino",42,2001,121980.56,2,1,0,4027.02,0,4792.1538
"920",4348,15653147,"Boyle",594,"Francia","Masculino",35,8277,133853.27,1,1,1,65361.66,0,77780.3754
"921",4561,15698732,"K'ung",789,"Alemania","Masculino",51,5138,104677.09,1,1,0,74265.38,0,88375.8022
"922",8953,15706163,"Enyinnaya",518,"Alemania","Masculino",46,3347,113625.93,1,0,0,92727.42,1,110345.6298
"923",1532,15784700,"Chikelu",811,"Francia","Masculino",31,6267,117799.28,1,1,1,182372.35,0,217023.0965
"924",2201,15810995,"Wright",526,"Alemania","Masculino",34,9867,122726.56,1,1,1,46772.36,0,55659.1084
"925",2587,15717935,"McDonald",589,"Francia","Femenino",21,4699,0,2,0,1,55601.44,0,66165.7136
"926",5055,15584156,"Siciliani",593,"España","Masculino",27,10441,0,3,0,0,94620,1,112597.8
"927",464,15737310,"Thompson",633,"Francia","Masculino",29,3596,130206.28,1,1,0,184654.87,0,219739.2953
"928",4437,15592078,"Davide",590,"Alemania","Femenino",27,5255,123599.49,2,1,0,1676.92,0,1995.5348
"929",9982,15815628,"Moysey",711,"Francia","Femenino",37,4412,113899.92,1,0,0,80215.2,0,95456.088
"930",7045,15808760,"Evseev",603,"España","Femenino",42,5031,0,1,1,1,90437.87,0,107621.0653
"931",690,15805769,"O'Loughlin",656,"España","Masculino",33,6010,0,2,1,0,116706,0,138880.14
"932",5038,15600106,"Wei",631,"Francia","Masculino",36,10815,0,2,0,0,133141.34,0,158438.1946
"933",9424,15805104,"Smith",743,"Francia","Femenino",73,6672,0,2,0,1,107867.38,0,128362.1822
"934",3626,15769783,"Allan",542,"España","Masculino",37,9167,0,1,1,1,807.06,0,960.4014
"935",5838,15696373,"Gill",687,"Francia","Femenino",44,5641,0,2,0,0,103042.2,1,122620.218
"936",732,15764105,"Milne",475,"Francia","Femenino",57,3482,0,2,1,0,89248.99,0,106206.2981
"937",1476,15686999,"Nicholas",556,"Francia","Femenino",40,8960,0,2,1,0,62112.7,0,73914.113
"938",6951,15790336,"Tokareva",664,"Alemania","Masculino",36,4572,71142.77,2,1,0,122433.09,0,145695.3771
"939",7831,15784361,"Williamson",543,"España","Femenino",46,5960,140355.6,1,1,1,85086.78,0,101253.2682
"940",4183,15794566,"Kirsova",678,"Francia","Femenino",28,4106,0,2,1,1,144423.17,1,171863.5723
"941",4930,15624667,"Wallace",684,"Francia","Masculino",35,6700,135871.5,1,1,1,87219.41,0,103791.0979
"942",7918,15612627,"Ozuluonye",627,"Alemania","Masculino",29,2725,139541.58,2,1,0,80607.33,0,95922.7227
"943",8563,15622897,"Sharpe",646,"Francia","Femenino",46,1089,0,3,1,0,93251.42,1,110969.1898
"944",2051,15621550,"Hung",535,"España","Femenino",50,7296,140292.58,3,0,0,69531.22,1,82742.1518
"945",3079,15648577,"Pickering",493,"Francia","Femenino",31,3240,0,1,1,1,176570.28,1,210118.6332
"946",5780,15757617,"Lewis",735,"Francia","Masculino",55,8727,134140.68,1,1,0,2267.88,0,2698.7772
"947",6613,15723818,"Carpenter",453,"Francia","Femenino",37,6861,131834.76,2,1,0,8949.2,0,10649.548
"948",515,15607748,"Bennett",498,"Alemania","Masculino",37,4737,108432.88,2,1,1,14865.05,0,17689.4095
"949",786,15603323,"Bell",660,"España","Femenino",33,1637,0,2,0,0,117834.91,0,140223.5429
"950",1850,15771750,"Sawtell",655,"Alemania","Femenino",36,5883,122314.39,1,1,0,9181.66,0,10926.1754
"951",9338,15668958,"Chatfield",521,"Francia","Masculino",30,2037,107316.09,1,1,0,64299.82,0,76516.7858
"952",7296,15623966,"Yermakov",578,"Francia","Femenino",35,9113,0,2,0,1,26389.92,0,31404.0048
"953",4070,15668472,"Ritchie",705,"España","Femenino",24,2962,177799.83,2,0,0,79886.06,0,95064.4114
"954",8947,15775307,"Sung",490,"España","Femenino",38,8753,97266.1,1,1,1,92797.23,0,110428.7037
"955",5516,15647965,"Genovese",477,"Francia","Femenino",57,6351,114023.64,2,1,1,71167.17,1,84688.9323
"956",373,15580914,"Okechukwu",478,"España","Masculino",48,8032,83287.05,2,0,1,44147.95,1,52536.0605
"957",6565,15800746,"Watson",674,"Francia","Masculino",45,6732,144889.18,1,1,1,102591.9,1,122084.361
"958",1885,15692259,"Baresi",695,"Francia","Femenino",29,6154,0,2,1,0,111565.45,0,132762.8855
"959",5521,15691871,"Millar",503,"Alemania","Masculino",42,5411,153279.39,1,1,1,151336.96,0,180090.9824
"960",3569,15770345,"Kovaleva",559,"España","Femenino",31,5770,139183.06,1,0,1,143360.56,0,170599.0664
"961",4843,15727811,"Ts'ui",661,"Alemania","Femenino",47,8634,109493.62,1,0,0,188324.01,1,224105.5719
