"","X","IdCliente","Apellido","ScoringCrediticio","Pais","Genero","Edad","IdCuenta","BalanceCuenta","CantidadProductos","TarjetaCredito","Activo","SalarioEstimado","DejaBanco"
"785",9693,15590199,"Temple",701,"España","Masculino",28,6444,103421.32,1,0,1,76304.73,0
"786",9533,15694628,"Walker",686,"Alemania","Femenino",39,10683,157731.6,2,1,0,162820.6,0
"787",2733,15697035,"Garrett",740,"España","Femenino",31,6938,0,2,0,0,86657.48,0
"788",8848,15639530,"Buda",679,"España","Masculino",42,6914,0,1,1,1,168294.27,0
"789",2942,15705707,"Bennelong",635,"España","Femenino",29,1147,138296.94,2,1,0,141075.51,0
"790",443,15749851,"Brookes",702,"España","Femenino",26,1532,135219.57,1,0,1,59747.63,0
"791",4680,15727688,"Chizuoke",555,"España","Masculino",32,1501,0,2,1,1,54405.79,0
"792",6221,15614923,"Nielson",630,"España","Masculino",41,7690,107511.52,1,0,1,46156.87,0
"793",1944,15625494,"Li Fonti",573,"Francia","Femenino",32,6991,125321.84,2,1,1,130234.63,0
"794",297,15741195,"Okechukwu",613,"España","Masculino",19,6290,0,1,1,1,176903.35,0
"795",727,15644699,"Crawford",850,"Francia","Femenino",40,8952,0,2,1,0,1099.95,0
"796",4013,15610426,"Tien",764,"Francia","Femenino",39,3851,81042.42,1,0,1,109805.17,0
"797",2638,15569678,"Cocci",561,"Alemania","Masculino",32,3162,166824.59,1,1,0,139451.98,0
"798",8929,15761141,"Palerma",604,"España","Femenino",71,3779,0,2,1,1,129984.2,0
"799",2948,15591036,"Genovesi",577,"Alemania","Femenino",43,6928,127940.47,1,0,0,125140.72,1
"800",1447,15590623,"Kovalyov",561,"España","Masculino",34,5836,85141.79,2,1,1,29217.37,0
"801",8641,15711316,"Ch'ang",771,"Francia","Masculino",27,7090,0,2,1,1,199527.34,0
"802",9550,15593683,"Solomina",668,"España","Femenino",30,9725,0,2,1,0,138465.7,0
"803",4331,15746012,"Chibugo",729,"España","Femenino",28,7325,0,2,1,1,31165.06,1
"804",9166,15671987,"Meagher",567,"España","Masculino",35,8480,153137.74,1,1,0,88659.07,0
"805",4274,15617252,"Lung",697,"Francia","Femenino",33,5807,87347.7,1,1,0,172524.51,0
"806",4097,15583138,"Persse",739,"Francia","Masculino",42,10273,141642.92,2,1,0,172149.76,0
"807",2148,15619280,"Uspensky",683,"Francia","Masculino",25,3817,0,2,1,0,152698.24,0
"808",6006,15731669,"Szabados",554,"Francia","Masculino",39,5131,129709.62,1,1,0,173197.12,0
"809",7798,15640074,"Barrett",666,"España","Femenino",47,7999,0,1,0,0,166650.9,1
"810",6414,15784161,"Hargreaves",583,"Alemania","Masculino",39,7339,102945.01,1,0,0,52861.89,0
"811",6671,15685997,"Azubuike",838,"España","Femenino",39,1755,166733.92,2,1,0,14279.44,0
"812",6017,15778975,"Nnonso",850,"Alemania","Femenino",70,5464,96947.58,3,1,0,62282.99,1
"813",8620,15770405,"Warlow-Davies",613,"Francia","Femenino",27,7499,125167.74,1,1,0,199104.52,0
"814",193,15803457,"Hao",750,"Francia","Femenino",32,1701,0,2,1,0,95611.47,0
"815",4362,15578977,"Robinson",786,"Francia","Masculino",34,1716,0,2,1,0,144517.19,0
"816",6771,15689751,"Jones",666,"Francia","Femenino",31,4093,79589.43,1,0,0,4050.57,0
"817",5396,15765694,"Bage",584,"España","Femenino",59,2747,0,1,0,1,130260.11,1
"818",9204,15587562,"Hawkins",484,"Francia","Femenino",29,1171,130114.39,1,1,0,164017.89,0
"819",4166,15655339,"Spencer",566,"Francia","Masculino",36,1987,142120.91,1,1,0,79616.37,0
"820",7505,15687688,"Hou",564,"Alemania","Femenino",32,8003,139875.2,2,1,0,15378.23,0
"821",3411,15674671,"Conway",551,"España","Masculino",76,8789,128410.71,2,1,1,181718.73,0
"822",2985,15594456,"K?",740,"España","Femenino",56,6420,99097.33,1,1,1,85016.64,1
"823",9057,15591985,"Stewart",708,"Francia","Femenino",51,10751,70754.18,1,1,1,92920.04,1
"824",7032,15640917,"Tang",633,"Francia","Masculino",43,4959,0,2,1,1,48249.88,0
"825",4304,15586300,"Chinonyelum",615,"Francia","Masculino",66,6226,0,2,1,1,74580.8,0
"826",2026,15716491,"Akabueze",710,"España","Femenino",51,2488,93656.95,1,0,1,141400.51,1
"827",252,15711396,"Henderson",427,"España","Masculino",40,10084,0,2,1,1,82870.75,0
"828",7420,15765322,"Connely",755,"Francia","Masculino",23,3646,84284.48,2,1,1,62851.6,0
"829",7235,15651093,"Chien",707,"Francia","Femenino",55,3871,0,2,0,1,54409.48,0
"830",6989,15746461,"Taylor",709,NA,"Masculino",35,5792,0,2,1,0,104982.39,0
"831",8361,15791700,"Ugochukwutubelum",773,"Alemania","Masculino",47,3197,118079.47,4,1,1,143007.49,1
"832",9012,15568469,"Buckley",653,"Francia","Masculino",43,8304,0,2,1,0,27862.58,0
"833",809,15632899,"Nwankwo",662,"España","Masculino",20,6103,104508.77,2,0,0,73107.53,0
"834",9413,15693131,"Watts",581,"Francia","Femenino",24,10619,95508.2,1,1,1,45755,0
"835",1601,15706365,"Bianchi",648,"Francia","Femenino",50,1363,102535.57,1,1,1,189543.19,0
"836",9358,15574910,"Ferguson",601,"Francia","Masculino",50,3674,115625.07,1,1,0,185855.21,0
"837",2054,15703119,"Liang",652,"Francia","Masculino",38,1650,0,2,1,1,145700.22,0
"838",2420,15694209,"Fanucci",484,"Francia","Femenino",32,5821,0,2,1,1,139390.99,0
"839",2048,15590177,"Chiedozie",NA,"Francia","Femenino",44,10914,133866.22,1,0,1,139049.24,0
"840",2012,15697574,"Stewart",582,"Francia","Femenino",40,4063,0,3,1,1,60954.45,0
"841",8000,15577178,"Genovese",511,"Francia","Masculino",45,3967,68375.27,1,1,0,193160.25,1
"842",3039,15668104,"Kerr",479,"España","Masculino",37,6134,118433.94,1,0,1,160060.9,0
"843",3985,15618410,"Murray",718,"Alemania","Masculino",26,8029,147527.03,1,0,0,51099.56,0
"844",4346,15766355,"Lettiere",550,"Alemania","Masculino",49,10317,108806.96,3,1,0,61446.92,1
"845",3666,15705620,"Lu",730,"Francia","Masculino",34,1975,122453.37,2,1,0,138882.98,0
"846",2510,15576676,"Serrano",706,"Alemania","Femenino",28,2595,124923.35,2,1,1,50299.14,0
"847",629,15717307,"Read",496,"Francia","Masculino",31,9914,0,2,1,0,93713.13,0
"848",3433,15688689,"Esposito",678,"Alemania","Femenino",37,10258,149000.91,2,1,1,21472.42,0
"849",9114,15794941,"Chibueze",647,"Alemania","Femenino",41,6466,85906.65,3,1,0,189159.97,0
"850",7337,15715715,"Artyomova",799,"España","Masculino",38,9156,0,2,1,1,59297.34,0
"851",3296,15566735,"Obialo",548,"Alemania","Femenino",36,9429,108913.84,2,1,1,140460.01,0
"852",6289,15748947,"Chukwuraenye",657,"Francia","Femenino",41,2779,95858.37,1,1,1,68255.88,0
"853",8967,15616280,"Hsia",536,"Francia","Masculino",46,2223,65733.41,1,1,0,61094.53,0
"854",2708,15763029,"Ch'iu",612,"Alemania","Masculino",46,8712,NA,1,1,1,96961,1
"855",1237,15574119,"Okwuadigbo",598,"España","Femenino",64,8710,62979.93,1,1,1,152273.57,0
"856",3918,15682839,"Genovesi",575,"Francia","Femenino",57,10710,137936.94,1,1,1,84475.13,0
"857",7835,15777614,"Webb",545,"España","Femenino",44,10040,0,2,1,1,82614.89,0
"858",6328,15649211,"Fokina",708,"España","Masculino",40,10592,83015.71,1,1,0,101089.76,0
"859",6950,15764726,"Kerr",563,"Francia","Masculino",22,8859,137583.04,1,0,1,5791.85,0
"860",980,15663770,"Doyle",802,"Francia","Masculino",38,9093,142557.11,1,1,1,172497.73,0
"861",2622,15663830,"De Luca",563,"España","Masculino",32,2886,0,2,1,1,19720.08,0
"862",4083,15621768,"Chukwuhaenye",712,"España","Masculino",45,10146,112994.65,1,0,0,198398.68,0
"863",1156,15719265,"Feng",589,"Francia","Masculino",46,NA,0,2,1,0,170676.67,0
"864",8058,15592937,"Napolitani",632,"Alemania","Femenino",41,1661,81877.38,1,1,1,33642.21,0
"865",2975,15579345,"Murphy",775,"Alemania","Femenino",74,10473,161371.5,1,1,1,134869.93,0
"866",4695,15626806,"Labrador",668,"Francia","Femenino",32,4688,0,2,1,1,40652.33,0
"867",1725,15620276,"Palermo",539,"España","Masculino",36,4917,0,3,1,1,118959.64,0
"868",7166,15601012,"Abdullah",802,"Francia","Femenino",60,9485,92887.06,1,1,0,39473.63,1
"869",9151,15727703,"Li Fonti",773,"Alemania","Masculino",34,5939,126979.75,1,0,0,36823.28,0
"870",5972,15590337,"Golubov",659,"Francia","Masculino",29,10540,123192.12,1,1,1,56971.41,1
"871",3128,15631162,"Bergamaschi",631,"Francia","Masculino",32,9934,0,2,0,1,196342.66,0
"872",445,15679284,"Aksenov",593,"España","Femenino",45,4758,79259.75,1,1,0,55347.28,0
"873",6973,15783083,"Shubin",534,"Francia","Masculino",27,7294,0,2,NA,0,161344.13,0
"874",4724,15777054,"Thorpe",584,"Alemania","Masculino",42,10881,137479.13,1,1,0,25669.1,0
"875",761,15588186,"Polyakov",520,"España","Masculino",45,5695,107023.03,1,1,0,32903.93,0
"876",3386,15685243,"Jamieson",736,"Francia","Femenino",63,8777,0,2,0,1,502.7,0
"877",59,15569945,"Horsley",509,"España","Masculino",29,6847,0,2,1,0,69113.14,0
"878",3173,15805523,"Nnaife",717,"Francia","Femenino",28,5426,90537.16,1,0,1,74800.99,0
"879",227,15813422,"Lu",781,"España","Masculino",35,4462,80790.74,1,1,0,116429.51,0
"880",948,15619608,"Ojiofor",454,"Alemania","Femenino",50,7730,92895.56,1,1,0,154344,1
"881",1177,15633612,"Yuryeva",696,"Francia","Masculino",28,3017,172646.82,1,1,1,116471.43,0
"882",7507,15611848,"Kwemtochukwu",850,"Alemania","Masculino",32,6467,137714.25,1,0,1,159403.68,0
"883",214,15769586,"Horan",820,"Francia","Femenino",49,4469,0,2,1,1,119087.25,0
"884",312,15704250,"Akabueze",506,"Francia","Masculino",34,2696,0,2,0,0,115842.1,0
"885",2854,15616365,"Obiuto",571,"Francia","Femenino",53,9847,0,2,1,0,28045.77,0
"886",183,15705309,"Yuriev",629,"España","Masculino",39,5523,0,2,0,0,116748.14,0
"887",1078,15707473,"Summers",850,"Alemania","Femenino",48,1793,111962.99,1,1,0,111755.8,0
"888",255,15673539,"Napolitani",690,"Francia","Femenino",26,4195,118097.87,1,1,0,61257.83,0
"889",4941,15744553,"Ho",444,"Francia","Masculino",34,7719,144318.97,1,1,0,112668.06,0
"890",9930,15809722,"Ankudinov",611,"Francia","Femenino",40,1478,100812.33,2,1,0,147358.27,0
"891",121,15654292,"Vessels",565,"Alemania","Masculino",33,4345,130368.31,2,1,0,105642.43,0
"892",271,15651140,"Doherty",710,"Francia","Femenino",32,3488,0,1,1,0,94790.34,0
"893",3295,15786617,"Arcuri",485,"Alemania","Masculino",34,5642,133658.24,1,1,0,70209.83,0
"894",4116,15762238,"Fraser",671,"Alemania","Femenino",44,1802,84745.03,2,0,1,34673.98,0
"895",4000,15614137,"MacDonald",685,"Francia","Femenino",40,8993,0,2,1,0,103898.59,0
"896",7755,15596088,"Fanucci",705,"Francia","Femenino",50,3566,77065.9,2,0,1,145159.26,0
"897",5061,15805764,"Hallahan",646,"Francia","Masculino",18,5717,0,2,0,1,52795.15,0
"898",6114,15604891,"Zaytseva",624,"España","Femenino",38,5584,0,2,1,0,95403.41,0
"899",746,15763895,"Hung",536,"Francia","Masculino",32,5276,178011.5,2,1,0,22375.14,0
"900",2954,15587266,"Douglas",606,"Alemania","Femenino",27,8269,172310.33,1,0,1,111448.92,0
"901",1824,15777217,"Somadina",641,"España","Masculino",25,10335,0,2,1,1,180808.39,0
"902",8590,15759290,"Coleman",620,"España","Masculino",29,6683,0,2,1,0,13133.88,0
"903",4370,15747345,"Bergamaschi",678,"Francia","Femenino",22,4701,118064.93,2,1,1,195424.01,0
"904",2879,15625675,"Clements",569,"Francia","Masculino",36,6202,67087.69,1,1,0,154775.7,0
"905",7857,15665943,"Mai",445,"Francia","Masculino",25,7815,0,2,1,0,119425.94,0
"906",5448,15787151,"Liao",638,"Francia","Femenino",34,4517,0,2,1,1,198969.78,0
"907",6105,15584897,"Kuo",639,"Francia","Femenino",31,10401,98360.03,1,0,0,20973.8,0
"908",6474,15682489,"Crumbley",605,"Francia","Masculino",27,9326,0,2,1,0,198091.81,0
"909",352,15800814,"Palerma",534,"Francia","Masculino",35,4511,81951.74,2,1,0,115668.53,0
"910",8934,15801559,"Chiang",693,"Alemania","Femenino",41,1414,181461.48,3,1,1,187929.43,1
"911",1050,15713426,"Hancock",637,"Alemania","Masculino",30,8928,122185.53,1,1,0,102566.46,1
"912",1481,15572626,"Mackenzie",620,"España","Masculino",44,4683,0,2,1,1,15627.51,0
"913",446,15808557,"Mancini",695,"Francia","Femenino",42,4534,0,1,0,1,72172.13,1
"914",8137,15748856,"Liang",664,"Francia","Masculino",32,2080,107209.73,1,1,1,112340.2,0
"915",5321,15763097,"Siciliano",809,"España","Masculino",80,4995,0,2,0,1,34164.05,0
"916",8451,15570004,"Tsou",850,"Francia","Masculino",31,3392,0,2,1,0,121866.87,0
"917",3254,15597602,"Nwachinemelu",619,"Alemania","Masculino",57,1431,137946.39,1,1,1,72467.99,1
"918",1792,15740900,"Perrodin",589,"Francia","Masculino",34,1694,0,2,1,1,177896.92,0
"919",8891,15793641,"Evseyev",792,"Francia","Femenino",70,9445,0,2,1,1,172240.27,0
"920",7029,15675791,"Williams",610,"Francia","Masculino",36,4197,129440.3,2,1,0,102638.35,0
"921",8496,15580682,"Tsai",652,"Francia","Femenino",40,5567,79927.36,2,1,1,33524.6,0
"922",9480,15743760,"Davidson",850,"Francia","Masculino",31,10407,131996.66,2,1,1,178747.43,0
"923",7586,15582016,"Fiorentini",766,"España","Masculino",41,4387,99208.46,2,1,0,62402.38,0
"924",3638,15768881,"Saunders",738,"Francia","Masculino",29,10100,0,2,1,1,170421.13,0
"925",8003,15581280,"Atkinson",714,"Alemania","Masculino",29,4927,92887.13,1,1,1,69578.49,0
"926",5355,15623196,"Morley",686,"Francia","Masculino",38,3473,149238.97,1,1,1,97825.23,0
"927",2856,15811877,"Shao",700,"Francia","Femenino",36,7990,0,2,1,0,130789.15,0
"928",79,15612444,"Manfrin",549,"Francia","Masculino",29,7158,0,2,1,0,146090.38,0
"929",9422,15698528,"Napolitani",599,"España","Femenino",31,5769,0,1,1,1,130086.47,1
"930",5502,15694852,"Arcuri",575,"Francia","Masculino",29,6277,121823.4,2,1,1,50368.87,0
"931",1845,15589563,"Purdy",531,"España","Masculino",31,6462,118899.45,2,0,0,41409.36,0
"932",505,15624451,"Huddart",641,"Francia","Femenino",38,5600,0,2,1,0,116466.19,0
"933",8819,15654372,"Pearce",462,"Alemania","Masculino",34,7113,94682.56,2,1,0,138478.2,0
"934",9364,15709354,"Tudawali",521,"Francia","Femenino",41,10644,0,2,1,1,113089.43,0
"935",1089,15577683,"Maclean",539,"Francia","Femenino",29,6731,0,2,1,1,100919.19,0
"936",548,15771873,"Buccho",776,"Alemania","Femenino",37,1050,103769.22,2,1,0,194099.12,0
"937",2962,15620756,"Stokes",747,"Francia","Masculino",49,7272,202904.64,1,1,1,17298.72,1
"938",9179,15691111,"Pai",648,"Alemania","Femenino",42,2001,121980.56,2,1,0,4027.02,0
"939",4348,15653147,"Boyle",594,"Francia","Masculino",35,8277,133853.27,1,1,1,65361.66,0
"940",4561,15698732,"K'ung",789,"Alemania","Masculino",51,5138,104677.09,1,1,0,74265.38,0
"941",8953,15706163,"Enyinnaya",518,"Alemania","Masculino",46,3347,113625.93,1,0,0,92727.42,1
"942",1532,15784700,"Chikelu",811,"Francia","Masculino",31,6267,117799.28,1,1,1,182372.35,0
"943",2201,15810995,"Wright",526,"Alemania","Masculino",34,9867,122726.56,1,1,1,46772.36,0
"944",2587,15717935,"McDonald",589,"Francia","Femenino",21,4699,0,2,0,1,55601.44,0
"945",5055,15584156,"Siciliani",593,"España","Masculino",27,10441,0,3,0,0,94620,1
"946",464,15737310,"Thompson",633,"Francia","Masculino",29,3596,130206.28,1,1,0,184654.87,0
"947",4437,15592078,"Davide",590,"Alemania","Femenino",27,5255,123599.49,2,1,0,1676.92,0
"948",9982,15815628,"Moysey",711,"Francia","Femenino",37,4412,113899.92,1,0,0,80215.2,0
"949",7045,15808760,"Evseev",603,"España","Femenino",42,5031,0,1,1,1,90437.87,0
"950",690,15805769,"O'Loughlin",656,"España","Masculino",33,6010,0,2,1,0,116706,0
"951",5038,15600106,"Wei",631,"Francia","Masculino",36,10815,0,2,0,0,133141.34,0
"952",9424,15805104,"Smith",743,"Francia","Femenino",73,6672,0,2,0,1,107867.38,0
"953",3626,15769783,"Allan",542,"España","Masculino",37,9167,0,1,1,1,807.06,0
"954",5838,15696373,"Gill",687,"Francia","Femenino",44,5641,0,2,0,0,103042.2,1
"955",732,15764105,"Milne",475,"Francia","Femenino",57,3482,0,2,1,0,89248.99,0
"956",1476,15686999,"Nicholas",556,"Francia","Femenino",40,8960,0,2,1,0,62112.7,0
"957",6951,15790336,"Tokareva",664,"Alemania","Masculino",36,4572,71142.77,2,1,0,122433.09,0
"958",7831,15784361,"Williamson",543,"España","Femenino",46,5960,140355.6,1,1,1,85086.78,0
"959",4183,15794566,"Kirsova",678,"Francia","Femenino",28,4106,0,2,1,1,144423.17,1
"960",4930,15624667,"Wallace",684,"Francia","Masculino",35,6700,135871.5,1,1,1,87219.41,0
"961",7918,15612627,"Ozuluonye",627,"Alemania","Masculino",29,2725,139541.58,2,1,0,80607.33,0
"962",8563,15622897,"Sharpe",646,"Francia","Femenino",46,1089,0,3,1,0,93251.42,1
"963",2051,15621550,"Hung",535,"España","Femenino",50,7296,140292.58,3,0,0,69531.22,1
"964",3079,15648577,"Pickering",493,"Francia","Femenino",31,3240,0,1,1,1,176570.28,1
"965",5780,15757617,"Lewis",735,"Francia","Masculino",55,8727,134140.68,1,1,0,2267.88,0
"966",6613,15723818,"Carpenter",453,"Francia","Femenino",37,6861,131834.76,2,1,0,8949.2,0
"967",515,15607748,"Bennett",498,"Alemania","Masculino",37,4737,108432.88,2,1,1,14865.05,0
"968",786,15603323,"Bell",660,"España","Femenino",33,1637,0,2,0,0,117834.91,0
"969",1850,15771750,"Sawtell",655,"Alemania","Femenino",36,5883,122314.39,1,1,0,9181.66,0
"970",8595,NA,"Flores",782,"Alemania","Masculino",35,5259,98556.89,2,1,0,117644.36,0
"971",9338,15668958,"Chatfield",521,"Francia","Masculino",30,2037,107316.09,1,1,0,64299.82,0
"972",7296,15623966,"Yermakov",578,"Francia","Femenino",35,9113,0,2,0,1,26389.92,0
"973",4070,15668472,"Ritchie",705,"España","Femenino",24,2962,177799.83,2,0,0,79886.06,0
"974",8947,15775307,"Sung",490,"España","Femenino",38,8753,97266.1,1,1,1,92797.23,0
"975",5516,15647965,"Genovese",477,"Francia","Femenino",57,6351,114023.64,2,1,1,71167.17,1
"976",373,15580914,"Okechukwu",478,"España","Masculino",48,8032,83287.05,2,0,1,44147.95,1
"977",6565,15800746,"Watson",674,"Francia","Masculino",45,6732,144889.18,1,1,1,102591.9,1
"978",1885,15692259,"Baresi",695,"Francia","Femenino",29,6154,0,2,1,0,111565.45,0
"979",5521,15691871,"Millar",503,"Alemania","Masculino",42,5411,153279.39,1,1,1,151336.96,0
"980",3569,15770345,"Kovaleva",559,"España","Femenino",31,5770,139183.06,1,0,1,143360.56,0
"981",4843,15727811,"Ts'ui",661,"Alemania","Femenino",47,8634,109493.62,1,0,0,188324.01,1
"982",6595,15692110,"Ch'eng",758,"Francia","Femenino",33,7592,0,1,1,0,188156.34,0
"983",2889,15627352,"Bulgakov",459,"Alemania","Masculino",46,3704,110356.42,1,1,0,4969.13,1
"984",3436,15599976,"Bellasis",749,"Francia","Femenino",27,9310,0,2,1,0,132734.87,0
"985",8699,15640421,"Conway",811,"Francia","Femenino",35,5775,0,1,1,1,178.19,0
"986",8674,15646374,"Wynne",766,"Alemania","Femenino",28,8860,62717.84,2,1,1,13182.43,0
"987",3650,15791743,"Corbett",727,"Francia","Masculino",32,4676,59271.82,1,1,1,46019.43,0
"988",1542,15687527,"Yobachukwu",638,"España","Masculino",35,8435,0,2,1,0,165370.66,0
"989",292,15579891,"Milani",714,"Francia","Masculino",52,7022,100755.66,1,1,1,186775.25,0
"990",6434,15737414,"Shen",647,"Francia","Masculino",35,9336,123761.68,1,1,0,83910.4,0
"991",2983,15733888,"Sells",668,"España","Femenino",36,9199,133686.52,1,1,0,190958.48,1
"992",496,15621687,"Mackay",813,"Francia","Masculino",34,2095,0,2,1,0,43169.15,0
"993",5470,15705458,"Parkin",550,"España","Masculino",39,7935,116120.19,2,1,1,195638.13,0
"994",7091,15651740,"Napolitani",525,"España","Femenino",30,7552,0,2,NA,1,149195.44,0
"995",6076,15706729,"Hsiao",662,"Francia","Masculino",38,6053,105271.56,1,0,1,179833.45,0
"996",532,15607278,"Romano",794,"España","Femenino",46,5262,134593.79,1,1,1,46386.37,0
"997",6296,15646969,"Anayolisa",776,"España","Masculino",33,9841,0,2,1,1,176921,0
"998",366,15734626,"Gibson",652,"España","Femenino",36,7270,0,2,1,1,19302.78,0
"999",2426,15770174,"Piazza",762,"Francia","Masculino",29,3200,141389.06,1,1,0,54122.89,0
"1000",2004,15749693,"Ugonnatubelum",658,"Francia","Femenino",32,4675,0,2,1,0,156774.75,0
"1001",4407,15655229,"Craig",850,"Alemania","Femenino",35,7286,114285.2,1,0,1,129660.59,0
"1002",89,15789863,"Kazakova",683,"Francia","Masculino",39,4006,0,2,1,0,171716.81,0
"1003",2827,15569274,"Pisano",678,"Alemania","Masculino",49,5885,116933.11,1,1,0,195053.58,1
"1004",9527,15774336,"Jamieson",648,"Alemania","Masculino",44,6479,111369.79,2,1,1,91947.74,0
"1005",6389,15695699,"Calabrese",687,"Francia","Masculino",35,1303,0,2,1,0,10334.05,0
"1006",1927,15749365,"Earle",543,"Francia","Femenino",34,9400,0,2,0,1,145601.8,0
"1007",6451,15752137,"McElroy",648,"Francia","Masculino",33,1776,134944,1,1,1,117036.38,0
"1008",8145,15763431,"Echezonachukwu",698,"Francia","Masculino",36,1791,82275.35,2,1,1,93249.26,0
"1009",5855,15651554,"Anenechukwu",618,"Alemania","Femenino",54,3121,118449.21,1,1,1,133573.29,1
"1010",1935,15787884,"Martin",692,"Francia","Femenino",30,7805,0,2,1,1,18826.34,0
"1011",2259,15745232,"Chikelu",759,"Francia","Femenino",39,4026,0,2,1,1,140497.67,0
"1012",9589,15570508,"Azubuike",600,"Francia","Masculino",49,8327,90218.9,1,1,0,91347.76,0
"1013",8020,15572374,"Hopetoun",733,"España","Masculino",36,10706,0,2,0,1,108377.82,0
"1014",9923,15601550,"Genovesi",595,"España","Masculino",36,4234,85768.42,1,1,1,24802.77,0
"1015",1003,15695097,"Chiedozie",564,"Alemania","Femenino",30,8965,100954.88,2,0,0,134175.15,0
"1016",1166,15663939,"Arnott",523,"Alemania","Masculino",35,3984,138782.76,1,1,1,186118.93,0
"1017",1768,15773906,"Doherty",655,"Francia","Masculino",38,2150,0,2,0,0,110527.71,0
"1018",9090,15664734,"T'ao",673,"Alemania","Femenino",25,4896,108244.82,2,1,1,103573.96,0
"1019",5066,15649858,"Simpson",469,"España","Masculino",37,9965,96776.49,1,1,1,119890.86,0
"1020",8781,15569759,"Rawling",583,"Francia","Femenino",27,6901,0,3,1,0,163113.41,0
"1021",8914,15585282,"Trevisano",755,"Francia","Masculino",62,2434,127706.33,2,0,1,142377.69,0
"1022",1352,15773868,"Belov",653,"Alemania","Femenino",37,4764,125734.2,2,1,0,134625.09,1
"1023",8872,15621093,"Teng",681,"Alemania","Masculino",31,9772,97338.19,2,0,0,48226.76,0
"1024",754,15730137,"Udegbulam",628,"Francia","Masculino",31,5373,88421.81,1,0,0,72350.47,0
"1025",7157,15757568,"Bogolyubov",704,"Francia","Femenino",45,3131,0,1,1,1,137739.45,0
"1026",8811,15656249,"Esposito",720,"Francia","Femenino",34,9134,118307.57,2,1,1,136120.29,0
"1027",1704,15737748,"McWilliam",534,"España","Femenino",33,2296,151233.62,1,0,0,199336.63,NA
"1028",6214,15767594,"Azubuike",533,"Francia","Femenino",35,10750,0,2,1,1,187900.12,0
"1029",462,15637476,"Alexandrova",683,"Alemania","Femenino",57,1599,162448.69,1,0,0,9221.78,1
"1030",666,15593694,"Williams",814,"Francia","Masculino",49,8487,0,2,0,0,157822.54,0
"1031",5495,15634146,"Hou",835,"Alemania","Masculino",18,10502,142872.36,1,1,1,117632.63,0
"1032",5117,15651075,"Ibrahimova",562,"Alemania","Masculino",35,6419,142296.13,1,0,1,177112.7,0
"1033",6693,15756850,"Golovanov",479,"Francia","Masculino",40,NA,0,2,0,0,114996.43,0
"1034",3932,15576185,"Sinclair",653,"Francia","Masculino",29,4670,0,2,1,1,41671.81,0
"1035",1222,15619360,"Hsiao",472,"España","Masculino",40,1041,0,1,1,0,70154.22,0
"1036",2866,15699029,"Bagley",670,"Francia","Masculino",37,1226,170557.91,2,1,0,198252.88,0
"1037",555,15661827,"Brown",693,"España","Femenino",45,9743,0,2,1,1,26589.56,0
"1038",2425,15589210,"Adamson",557,"Francia","Femenino",24,7995,0,1,0,0,20515.72,0
"1039",4427,15594898,"Hewitt",731,"Francia","Masculino",43,1307,0,1,1,1,170034.95,1
"1040",2353,15643359,"Carter",736,"España","Masculino",32,7125,0,1,0,1,79082.62,0
"1041",1488,15808784,"Hess",835,"Francia","Masculino",28,3239,163569.61,2,1,1,154559.28,0
"1042",7227,15786215,"Udinese",793,"Francia","Masculino",56,8714,119496.25,2,1,0,29880.99,0
"1043",2138,15659175,"Severson",755,"Francia","Femenino",43,3864,0,2,1,0,18066.69,0
"1044",9268,15573876,"Chia",473,"España","Masculino",48,3199,0,2,1,0,71139.8,0
"1045",9996,15774630,"Peacock",601,"Alemania","Femenino",47,5425,142802.02,NA,1,1,57553.02,0
"1046",6219,15691863,"Cody",751,"Francia","Femenino",39,4294,0,2,1,1,84175.34,0
"1047",8010,15776921,"Geoghegan",431,"Alemania","Masculino",45,8652,83624.55,2,0,0,36899.62,0
"1048",8516,15768574,"Anderson",671,"España","Masculino",58,9257,178713.98,1,1,1,21768.21,0
"1049",6667,15804919,"Dunbabin",670,"España","Femenino",65,1105,0,1,1,1,177655.68,1
"1050",405,15718944,"Artemiev",573,"Francia","Femenino",37,2637,0,NA,1,0,193995.37,0
"1051",3395,15583863,"Chimaobim",681,"Alemania","Masculino",49,7704,142946.18,1,0,0,187280.51,1
"1052",7033,15812272,"Ugonna",693,"Alemania","Masculino",44,2220,124601.58,2,1,1,46998.13,1
"1053",1432,15781802,"Abramov",755,"Francia","Masculino",41,2162,104817.41,1,1,0,126013.58,1
"1054",172,15761506,"Russell",615,"España","Masculino",19,5771,0,2,1,0,159920.92,0
"1055",9198,15732202,"Abramovich",615,"Francia","Masculino",34,10948,83503.11,2,1,1,73124.53,1
"1056",4316,15771299,"Nnachetam",707,"Francia","Femenino",57,7737,92053,1,1,1,164064.44,1
"1057",5188,15717046,"Wentworth-Shields",741,"España","Masculino",53,1559,0,2,1,1,38913.68,0
"1058",90,15622289,"Rizzo",605,"España","Femenino",36,8700,0,2,0,1,35521.63,0
"1059",2558,15803526,"Eremenko",685,"Alemania","Masculino",30,1111,90536.81,1,0,1,63082.88,0
"1060",9047,15748696,"Page",733,"Francia","Masculino",42,4666,150507.21,1,0,1,169964.12,0
"1061",7580,15606097,"Zakharov",665,"Alemania","Masculino",63,10163,104469.58,1,1,1,25165.36,1
"1062",9871,15815443,"Lo",527,"España","Femenino",46,8123,131414.76,1,1,0,54947.51,0
